SMILES,GENERIC_NAME,SYNONYMS
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,Florbetapir F-18,[18F]Florbetapir; 4-{(E)-2-[6-(2-{2-[2-(18F)fluoroethoxy]ethoxy}ethoxy)pyridin-3-yl]ethenyl}-N-methylaniline; Florbetapir (18F); Florbetapir F-18; Florbetapir F18; florbetapir-fluorine-18
CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],Flutemetamol (18F),"[18F]-Flutemetamol; 2-[3-(18F)fluoro-4-(methylamino)phenyl]-1,3-benzothiazol-6-ol; Flutemetamol (18F); Flutemetamol F 18; Flutemetamol F-18; Flutemetamol F18"
N#N,Nitrogen,
[Cl-].[Na+],Sodium chloride,Cloruro sódico; Natriumchlorid; Natrum muriaticum; Sodium chloride
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],Sodium citrate,"Anhydrous sodium citrate; Anhydrous trisodium citrate; Citric acid, trisodium salt; Natrii citras; Natrocitral; Sodium citrate anhydrous; Sodium citrate, anhydrous; Sodium citrate,anhydrous; trisodium citrate anhydrous; Trisodium citrate concentration; Trisodium citrate, anhydrous; Trisodium-citrate"
[He],Helium,[He]; atomic helium; Helium
O=C=O,Carbon dioxide,Carbon dioxide
Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,Trypan blue free acid,
CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc],Technetium Tc-99m tetrofosmin,Tc-99m tetrofosmin; Technetium (99mTc) tetrofosmin; Technetium Tc 99m tetrofosmin; Technetium-99 tetrofosmin
[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+],Technetium Tc-99m sestamibi,99m Tc-sestamibi; 99m-Tc sestamibi; 99mTc sestamibi; 99mTc-sestamibi; Sestamibi; Technetium (99m Tc) sestamibi; Technetium (99mTc) sestamibi; Technetium Tc 99m sestamibi
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O.[99Tc],Technetium Tc-99m disofenin,99mTc-DISIDA; 99mTc-Disofenin; Technetium (99mTc) disofenin; Technetium Tc 99m Disofenin; Technetium-99m-Diisopropyliminodiacetic Acid
O=P([O-])([O-])OP(=O)([O-])[O-].[99Tc+4],Technetium Tc-99m pyrophosphate,Technetium (99mTc) pyrophosphate; Technetium TC 99M Pyrophosphate
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1,Lorpiprazole,Lorpiprazole
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,Pholcodine,folcodina; Pholcodine
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,Dexibuprofen,(+)-(S)-p-isobutylhydratropic acid; (2S)-2-(4-isobutylphenyl)propanoic acid; (S)-α-methyl-4-(2-methylpropyl)benzeneacetic acid; d-ibuproten; Dexibuprofen; Dexibuprofeno
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Dexketoprofen,Dexketoprofen; Dexketoprofeno
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,Tolfenamic acid,Acide tolfenamique; ácido tolfenámico; Acidum tolfenamicum; Tolfenamic acid
O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1,Bisoxatin,Bisoxatin
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],Methylene blue,Azul de metileno; Basic Blue 9; C.I. basic blue 9; Chlorure de méthylthioninium; Cloruro de metiltioninio; Lowacryl blue 9; Methylene blue; Methylene blue anhydrous; Methylenium ceruleum; Methylthioninii chloridum; Methylthioninium chloride; Solvent blue 8; Swiss blue
O=c1[nH]c(=O)n(C2CCCO2)cc1F,Tegafur,1-(2-Tetrahydrofuryl)-5-fluorouracil; Tegafur
N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],Strontium ranelate,
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,Picosulfuric acid,Picosulfate; Picosulphate
O=C(O)Cc1ccccc1,Phenylacetic acid,".ALPHA.-TOLUIC ACID; .OMEGA.-PHENYLACETIC ACID; 2-PHENYLACETIC ACID; ACETIC ACID, PHENYL-; ANTINEOPLASTON AS 2-1 COMPONENT PHENYLACETIC ACID; ANTINEOPLASTON AS2-1 COMPONENT PHENYLACETIC ACID; ASTUGENAL COMPONENT PHENYLACETIC ACID; benzeneacetic acid; α-toluic acid; ω-phenylacetic acid"
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubidecarenone,Coenzyme Q-10; Coenzyme Q10; CoQ10; Ubidecarenone; Ubiquinone; Vitamin Q10
O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+].[K+].[K+],Bismuth subcitrate potassium,Bismuth subcitrate potassium anhydrous
O=C([O-])CC(S[Au])C(=O)[O-].[Na+].[Na+],Sodium aurothiomalate,Aurotiomalato sodico; Gold sodium thiomalate; Natrii aurothiomalas; Sodium aurothiomalate
C[N+](C)([11CH3])CCO.[Cl-],Choline C 11,11C-choline; 11C-choline chloride
[C],Activated charcoal,"Activated carbon; Carbo activates; Carbo activatus; Carbo vegetabilis; Carbon; Carbón activado; Carbon, Activated; Carbon, decolorizing; carbono; Charcoal activated; Charcoal-activated; Charcoal, Activated; Charcoal,activated; Medicinal carbon; Medicinal charcoal"
O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],Magnesium trisilicate,Magnesio trisilicato
[131I-],Iodide I-131,"Iodide I-131; Iodide I-131 ion; Iodide ion I 131; Iodide ion, I-131; Iodide-131; iodine I-131; Radioiodine"
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,Tenofovir alafenamide,Tenofovir alafenamide
CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,Butylscopolamine,butilescopolamina; N-butylscopolammonium; N-butylscopolammonium cation; N-butylscopolammonium ion
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,Ioxaglic acid,acido ioxaglico; Ioxaglic acid
O.O.O.O.[98Tc-],Technetium Tc-99m pertechnetate,(99Tc)pertechnetate; CPERT; GPERT; Pertechnetate-99Tc; Technetium (99mTc) Pertechnetate; Technetium Tc 99m Pertechnetate
[133Xe],Xenon-133,"Xenon (133 xe); Xenon (133Xe); Xenon (133Xe) gas; Xenon Xe 133; Xenon XE-133; Xenon, Xe-133"
Cl[Tl],Thallous chloride,Thallium chloride; thallium monochloride; Thallium(I) chloride
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Carindacillin,"6β-{2-[(2,3-dihydro-1H-inden-5-yloxy)carbonyl]-2-phenylacetamido}-2,2-dimethylpenam-3α-carboxylic acid; Carbenicillin indanyl; Carindacilina; Carindacillin; Carindacilline; Carindacillinum; Indanyl carbenicillin"
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,Procaine benzylpenicillin,Bencilpenicilina procaína; Penicillin G procaine
O=[Zn],Zinc oxide,óxido de cinc; oxyde de zinc; Zinc (as oxide); Zinc (as zinc oxide); Zinc oxide; Zinc óxido; Zinc white; Zinci oxydum; Zincum oxydatum; Zinkoxid
O=S(=O)([O-])[O-].[Zn+2],Zinc sulfate,"Zinc sulfate (anhydrous); Zinc sulfate anhydrous; Zinc sulfate, anhydrous; Zinc sulphate; Zinc sulphate anhydrous; Zinc sulphate, anhydrous"
[F-].[Na+],Sodium fluoride,Sodium fluoride
[13NH3],Ammonia N-13,(13N)Ammonia; Ammonia N 13
O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,Tegafur-uracil,Tegafur/uracil; UFT; UFUR
Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],Kappadione,Menadiol sodium diphosphate
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,Iopodic acid,Ipodate
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,Alatrofloxacin,Alatrofloxacin
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,Tyropanoic acid,
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,Metrizoic acid,Metrizoic acid
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,Piperonyl butoxide,
S1SSSSSSS1,Octasulfur,Cyclooctasulfur
CCN(CC)CCOC(=O)c1ccc(N)cc1.O.[CH2]C(CN=C(O)c1ccccc1OCC(=O)[O-])OCCOC.[Hg+],Procaine merethoxylline,Merethoxylline procaine
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,Propyliodone,Propiliodona; Propiodone; Propyliodone; Propyliodonum
O=[32P]([O-])([O-])O.[Na+].[Na+],Sodium phosphate P 32,Disodium hydrogen phosphate (32P); Sodium phosphate (32P); Sodium phosphate 32P; Sodium phosphate P 32; Sodium phosphate P-32
O=C(OC[C@H]1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,Tannic acid,ácido tánico; Gallotannic acid; Gallotannin; Tannic acid
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,Indocyanine green acid form,
CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,Lapyrium,
CCC(=O)OCCNC(=O)C[n+]1ccccc1.[Cl-],Undecoylium chloride iodine complex,Undecoylium chloride-iodine
C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,Fluprednisolone,6alpha-Fluoroprednisolone; Fluprednisolone; Fluprednisolonum
O=[51Cr](=O)([O-])[O-].[Na+].[Na+],Sodium chromate Cr-51,Chromate (51 Cr) de sodium; Cromato sodico (51 Cr); Natrii chromas (51 Cr); Sodium chromate (51 Cr); Sodium chromate (51Cr); Sodium chromate Cr 51
O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],Iodohippurate sodium I-131,Iodohippurate sodium I 131; Iodohippurate sodium I131; Sodium iodohippurate (131 I); Sodium iodohippurate (131I)
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c([131I])c-2oc2c([131I])c(O)c([131I])cc12,Rose bengal I-131,Robenogatope I-131
O=P(O)(O)O,Phosphoric acid,
CC(=O)[O-].[Na+],Sodium acetate,"Acetato de sodio; acetic acid, sodium salt; Acetic acid, sodium salt (1:1); anhydrous sodium acetate; Natriumazetat; Sodio acetato; Sodium acetate anhydrous; Sodium acetate, anhydrous; Sodium acetate,anhydrous"
S1SSSSSSS1.[99Tc],Technetium Tc-99m sulfur colloid,Technetium (99mTc) sulfur colloid; Technetium 99m sulfur colloid; Technetium Tc 99m sulfur colloid; Technetium Tc-99m Sulfur Colloid
[18F-],Fluoride ion F-18,(18F)-Fluoride; 18F-Fluoride; Fluoride-18 anion
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,Iocetamic acid,Acido iocetamico; Acidum iocetamicum; Iocetamic acid
COC(C[197Hg+])CNC(N)=O.[Cl-],Chlormerodrin Hg-197,"Chlormerodrin (197Hg); Chlormerodrin Hg 197; Chlormerodrin Hg-197; Chlormerodrin, Hg-197"
[Cl-].[Cl-].[Mg+2],Magnesium chloride,Anhydrous magnesium chloride; Magnesium chloride anhydrous
CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],Magnesium acetate tetrahydrate,"Acetic acid, magnesium salt, tetrahydrate; Magnesium diacetate tetrahydrate"
CC(O)(P(=O)(O)O)P(=O)(O)O.[99Tc],Technetium Tc-99m etidronate,Technetium (99mTc) etidronate; Technetium Tc 99m etidronate
O=P([O-])(O)O.[K+],Monopotassium phosphate,"Monobasic potassium phosphate; Monopotassium dihydrogen monophosphate; Monopotassium dihydrogen orthophosphate; Monopotassium dihydrogen phosphate; Monopotassium monophosphate; Monopotassium orthophosphate; Phosphoric acid, monopotassium salt; Potassium acid phosphate; Potassium biphosphate; Potassium dihydrogen orthophosphate; Potassium dihydrogen phosphate; Potassium phosphate; Potassium phosphate monobasic; Potassium phosphate monobasic (anhydrous); Potassium phosphate, monobasic; Potassium phosphate,monobasic"
O=P([O-])([O-])O.[K+].[K+],Dipotassium phosphate,"Di-potassium hydrogen phosphate; Dibasic potassium phosphate; Dipotassium acid phosphate; Dipotassium hydrogen monophosphate; Dipotassium hydrogen orthophosphate; Dipotassium hydrogen phosphate; Dipotassium monophosphate; Kali phosphoricum; Phosphoric acid, dipotassium salt; Phosphoric acid, potassium salt (1:2); Potassium phosphate dibasic; Potassium phosphate, dibasic; Potassium phosphate,dibasic; Secondary potassium phosphate"
[K+].[O-][Cl+3]([O-])([O-])[O-],Potassium perchlorate,"Perchloric acid, potassium salt; Potassium perchlorate"
[123I-],Iodide I-123,123I−; I 123; I-123; Iodide ion i-123; Iodine 123; Iodine-123
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)CC(=O)O.[111In+3],Indium In-111 pentetate,Indium (111In) pentetic acid; Indium In 111 pentetate; Indium In-111 pentetate
O=C(O)[C@H](S)[C@H](S)C(=O)O.[99Tc],Technetium Tc-99m succimer,(99m)Tc-DMSA; Technetium (99mTc) succimer; Technetium Tc 99m dimercaptosuccinic acid; Technetium tc 99m succimer
[81Kr],Krypton Kr 81m,"Krypton (81M Kr); Krypton (81mKr); Krypton (81mKr) gas; Krypton Kr 81m; Krypton, isotope of mass 81; Krypton, Kr-81m"
O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],Iodohippurate sodium I-123,Sodium iodohippurate (123 I); sodium iodohippurate (123I)
O=P([O-])(O)O.[Na+],"Sodium phosphate, monobasic","Disodium hydrogen phosphate anhydrous; Monosodium dihydrogen monophosphate; Monosodium dihydrogen orthophosphate; Monosodium monophosphate; Monosodium phosphate, anhydrous; Phosphoric acid, monosodium salt, anhydrous; Sodium acid phosphate; Sodium biphosphate, anhydrous; Sodium dihydrogen phosphate; Sodium dihydrogen phosphate, anhydrous; Sodium orthophosphate; Sodium orthophosphate monobasic; Sodium phosphate monobasic; Sodium phosphate monobasic (anhydrate); Sodium phosphate monobasic (anhydrous); Sodium phosphate, monobasic; Sodium phosphate, monobasic anhydrous; Sodium phosphate,monobasic; Sodium primary phosphate"
O=C([O-])[O-].[Na+].[Na+],Sodium carbonate,"Anhydrous sodium carbonate; Carbonic acid sodium salt (1:2); Carbonic acid, disodium salt; Disodium carbonate; Natriumkarbonat; Natrum carbonicum; Soda ash; Soda-ash; Sodium carbonate (anhydrous); Sodium carbonate anhydrous; Sodium carbonate, anhydrous; Sodium salt of carbonic acid"
[127Xe],Xenon Xe-127,Xenon Xe 127; Xenon Xe-127; Xenon-127
OCC(O)CO,Glycerin,"1,2,3-propanetriol; 1,2,3-trihydroxypropane; Glycerin; Glycerin, anhydrous; Glycerin,anhydrous; Glycerine; glycérine; Glycerinum; Glycerol; glycérol; Glyzerin; Monoctanoin component D; Ölsüß; Propanetriol; Trihydroxypropane"
O=S(=O)([O-])[O-].[Na+].[Na+],Sodium sulfate,"Anhydrous sodium sulfate; Sodium sulfate anhydrous; Sodium sulfate, anhydrous; Sodium sulphate anhydrous; Sodium sulphate, anhydrous; Sulfuric acid disodium salt, anhydrous"
[111In+3].[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12,Indium In-111 oxyquinoline,In-111 oxyquinoline; Indium (111 In) oxyquinoline; Indium (In111) oxine; Indium (In111) oxyquinoline; Indium 111In oxyquinoline; Indium In-111 oxine; Indium In111 oxine; Indium-111 oxine; Indium-111 oxyquinoline
[82Rb+],Rubidium Rb-82,Rubidium (82Rb) cation; Rubidium cation Rb-82; Rubidium Rb-82 cation
CC(C)NC(C)Cc1ccc([123I])cc1,Iofetamine I-123,"Iodine iofetamine (123I); Iofetamine (123 I); Iofetamine (123I); Iofetamine I 123; Iofetamine, I-123"
O=C([O-])[O-].[Mg+2],Magnesium carbonate,Magnesio carbonato
CC(O)C(=O)[O-].[K+],Potassium lactate,"Lactic acid, potassium salt; Monopotassium 2-hydroxypropanoate; Monopotassium lactate"
O=P([O-])([O-])F.[Na+].[Na+],Sodium fluorophosphate,"Disodium phosphorofluoridate; Phosphorofluoridic acid, disodium salt; Sodium monofluorophosphate"
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,Iotrolan,Iotrolan; Iotrolanum; Iotrolum
Cl[111In](Cl)Cl,Indium In-111 chloride,111indium trichloride; Indium (111In) chloride; Indium chloride (111InCl3); Indium chloride In-111; Indium In 111 chloride; Indium In 111m chloride; Indium In-111m chloride; Indium-111 chloride
CCCCCCCCCCCCCCCCO,Cetyl alcohol,hexadecan-1-ol; palmityl alcohol
[89Sr+2].[Cl-].[Cl-],Strontium chloride Sr-89,"Strontium (89Sr) chloride; Strontium chloride Sr 89; strontium chloride, 89Sr-labeled; Strontium chloride, Sr-89; Strontium-89 chloride"
O=S(O)(O)=S,Thiosulfuric acid,Monosulfanemonosulfonic acid; Sulfurothioic S-acid
N.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Fe+3],Ferric ammonium citrate,"Ferric ammonium citrate; Ferric ammonium citrate, green"
O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,Fludeoxyglucose (18F),"(18F)-FDG; 18-F FDG; 18F-FDG; Fludeoxyglucose (18F); Fludeoxyglucose F 18; Fludeoxyglucose F-18; Fludeoxyglucose, F-18; Fluorine (18F) fludeoxyglucose"
[Mg+2].[Mg+2].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[SiH8+4].[SiH8+4].[SiH8+4].[SiH8+4],Talc,"E-553(III); Pulvis Talci; Sterile talc powder; Talc; Talc Powder, Sterile; Talco; Talcum"
CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,Simethicone,Simeticona; Simeticone; Siméticone; Simeticonum
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Na+].[O-2].[O-2].[O-2],Sodium ferric gluconate complex,Ferric sodium gluconate complex; Sodium ferric gluconate complex
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perflexane,"1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane; n-perfluorohexane; n-tetradecafluorohexane; Perflexane; Perfluorohexane"
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,Ecamsule,Ecamsule; Terephthalylidene dicamphor sulfonic acid
O=[Ti]=O,Titanium dioxide,dióxido de titanio; óxido de titanio(4); Titanium dioxide
COC(=O)c1ccccc1O,Methyl salicylate,2-(Methoxycarbonyl)phenol; 2-Carbomethoxyphenol; 2-Hydroxybenzoic acid methyl ester; Betula oil; Gaultheria oil; Methyl 2-hydroxybenzoate; Methyl o-hydroxybenzoate; Methyl salicylate; Natural wintergreen oil; Oil of wintergreen; Spicewood Oil; Sweet birch oil; Teaberry oil
N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O,Iobenguane sulfate I-123,Iobenguane sulfate I 123
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)c1c(O)cccc1[C@@]2(C)O.[Na+],Tetracycline phosphate complex,Tetracycline metaphosphate; Tetracycline phosphate complex
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Dexchlorpheniramine maleate,Dexchlorpheniramine maleate
O=P([O-])([O-])OCC(O)CO.[Na+].[Na+],Sodium glycerophosphate,Disodium glycerol phosphate; Sodium glycerophosphate anhydrous
C[N+](C)([11CH3])CCO,Choline C-11,(11)C-choline; Choline C11
CN[C@H](C)Cc1ccccc1,Levmetamfetamine,Levmetamfetamine; Levomethamphetamine
[Cl-].[Cl-].[Sn+2],Stannous chloride,"Stannous chloride anhydrous; Stannous chloride,anhydrous; Tin dichloride"
O=[Se](=O)(O)O,Selenic acid,
O=C(Oc1ccccc1)c1ccccc1O,Phenyl salicylate,Salol
F,Hydrogen fluoride,"fluorure d'hydrogène; Fluorwasserstoff; Hydrofluoric acid; Hydrogen fluoride, anhydrous; Hydrogenfluorid"
O=C(O)c1ccccc1O.OCCN(CCO)CCO,Trolamine salicylate,Trolamine salicylate
O=[N+]([O-])[O-].[Ag+],Silver nitrate,Nitrate d'argent; Nitrato de plata; Silver mononitrate; Silver nitrate; silver(1+) nitrate
Cl[Al](Cl)Cl,Aluminum chloride,Aluminium chloride
O=[N+]([O-])[O-].[K+],Potassium nitrate,Potassium nitrate
OO,Hydrogen peroxide,Hydrogen peroxide
F[Sn]F,Stannous fluoride,difluorostannylene; fluoristan; Stannous fluoride; tin difluoride; Tin(II) fluoride
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],Calcium citrate,tricalcium citrate
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,Meradimate,Menthyl anthranilate; Menthyl-O-aminobenzoate; Meradimate
O=C([O-])O.[K+],Potassium bicarbonate,"Carbonic acid, monopotassium salt; Potassium bicarbonate; Potassium hydrogen carbonate"
FS(F)(F)(F)(F)F,Sulfur hexafluoride,hexafluoridosulfur; Sulfur fluoride; Sulfur hexafluoride; sulfur(6+) fluoride; sulfur(VI) fluoride; Sulphur hexafluoride
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2],Magnesium citrate,Magnesium citrate; Magnesium dicitrate; Trimagnesium citrate; Trimagnesium dicitrate
O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,Ensulizole,Ensulizole; phenylbenzimidazole sulfonic acid
C=CCCCCCCCCC(=O)O,Undecylenic acid,10-undecenoic acid; ácido 10-undecenoico; Undecenoic acid; Undecylenate; Undecylenic acid
[I-].[Na+],Sodium iodide,Sodium iodide
[O-]Cl,Hypochlorite,Hypochlorit
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],Calcium gluconate,"Calcarea gluconica; Calcii gluconas; Calcio gluconato; Calcium di-gluconate; Calcium gluconate; Calcium gluconate anhydrous; Calcium gluconate, anhydrous; D-gluconic acid, calcium salt (2:1)"
O=[Se](O)O,Selenious acid,selenige Säure; Selenious acid; Selenous acid
NC(N)=O.OO,Carbamide peroxide,Carbamide peroxide; Hydrogen peroxide carbamide; Urea dioxide; Urea hydrogen peroxide; Urea peroxide
O=[Si]=O,Silicon dioxide,"Colloidal silica; Colloidal silicon dioxide; Diatomaceous earth; Diatomaceous silica; Diatomite; Infusorial earth; Kieselsäureanhydrid; Silica; Silica gel; Silica, colloidal; Siliceous earth; Siliceous earth, purified; Silicon dioxide (amorphous); Silicon dioxide, colloidal; Silicon dioxide, fumed; Silicon oxide; Siliziumdioxid"
[Cu+2].[O-2],Cupric oxide,Cuprous Oxide; Cuprum oxydatum nigrum
[Se],Selenium,"Selen; Selenio; Sélénium; Selenium elemental; Selenium metallicum; Selenium, elemental"
[Cr],Chromium,"Biochrome; Chrom; Chromium, elemental; Cromo; Dinakrome"
[Mo],Molybdenum,molibdeno
[51Cr],Chromium Cr-51,Chromium (51 Cr); Chromium Cr 51; Chromium-51
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2],Manganese gluconate,Manganese D-gluconate; Manganese gluconate anhydrous; Manganese(II) gluconate
