SMILES,GENERIC_NAME,SYNONYMS
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,Antrafenine,Antrafenine
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Testosterone propionate,Testosterone propionate
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,Paromomycin,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside; Aminosidin; Aminosidine; Catenulin; Crestomycin; Estomycin; Hydroxymycin; Monomycin A; Neomycin E; Paromomicina; Paromomycin; Paromomycin I; Paromomycine; Paromomycinum; Paucimycin; Paucimycinum; Zygomycin A1"
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Aminophenazone,"(Dimethylamino)phenazone; 1-Phenyl-2,3-dimethyl-4-(dimethylamino)-5-pyrazolone; 1-Phenyl-2,3-dimethyl-4-dimethylaminopyrazol-5-one; 1,5-Dimethyl-4-dimethylamino-2-phenyl-3-pyrazolone; 2,3-Dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone; 3-Keto-1,5-dimethyl-4-dimethylamino-2-phenyl-2,3-dihydropyrazole; 4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one; 4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one; 4-(Dimethylamino)antipyrine; 4-Dimethylamino-1-phenyl-2,3-dimethylpyrazolone; 4-Dimethylamino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one; 4-Dimethylamino-2,3-dimethyl-1-phenyl-5-pyrazolone; 4-Dimethylaminoantipyrine; 4-Dimethylaminophenazone; Aminofenazona; Aminofenazone; Aminophenazon; Aminophenazone; Aminophenazonum; Aminopyrine; Dimethylaminoantipyrine; Dimethylaminoazophene; Dimethylaminophenazon; Dimethylaminophenazone; Dimethylaminophenyldimethylpyrazolone; Dipyrine"
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,Ajmaline,"(+)-Ajmaline; (5aR,6S,8S,10S,11S,11aS,12aR,13R)-5-methyl-5a,6,8,9,10,11,11a,12-octahydro-5H-6,10:11,12a-dimethanoindolo[3,2-b]quinolizine-8,13-diol; Ajmalin; Ajmaline"
Nc1cc(-c2ccncc2)c[nH]c1=O,Amrinone,Amrinona; Amrinone; Amrinonum; Inamrinone
COc1ccc(C(=O)c2ccccc2)c(O)c1,Oxybenzone,2-Benzoyl-5-methoxyphenol; 2-Hydroxy-4-methoxybenzophenone; 4-Methoxy-2-hydroxybenzophenone; Benzophenone-3; Oxibenzona; Oxybenzone; Oxybenzonum
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,Almitrine,"2,4-Bis(allylamino)-6-(4-(bis(p-fluorophenyl)methyl)-1-piperazinyl)-s-triazine; Almitrina; Almitrine; Almitrinum"
Cc1cc(=O)n(-c2ccccc2)n1C,Antipyrine,"1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one; 2,3-Dimethyl-1-phenyl-5-pyrazolone; Analgesine; Antipyrine; Fenazon; Fenazona; Phenazon; Phenazone"
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,Alfacalcidol,"(5Z,7E)-9,10-seco-5,7,10(19)-cholestatrien-1α,3β-diol; 1-hydroxycholecalciferol; 1alpha-hydroxycholecalciferol; 1α-hydroxy-vitamin D3; 1α-hydroxycholecalciferol; 1α-hydroxyvitamin D3; 9,10-secocholesta-5,7,10(19)-triene-1α,3β-diol; Alfacalcidol; Alfacalcidolum"
CCC1(c2ccccc2)CCC(=O)NC1=O,Glutethimide,2-Ethyl-2-phenylglutarimide; Glutethimide; Glutetimida
Nc1ccc(/N=N/c2ccccc2)c(N)n1,Phenazopyridine,"2,6-Diamino-3-(phenylazo)pyridine; 2,6-Diamino-3-phenylazopyridine; 3-(Phenylazo)-2,6-pyridinediamine; Fenazopiridina; Phenazopyridine; Phénazopyridine; Phenazopyridinum"
O=C(O)CCCO,gamma-Hydroxybutyric acid,3-carboxypropoxy acid; 4-hydroxy-butyric acid; 4-hydroxybutanoate; 4-hydroxybutanoic acid; 4-Hydroxybutyric acid; gamma-Hydroxybutyrate; GHB; oxy-n-butyric acid; Oxybate; γ-Hydroxybutyric acid
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,Diamorphine,"(5α,6α)-7,8-Didehydro-4,5-epoxy-17-methylmorphinan-3,6-diol diacetate (ester); 3,6-Diacetylmorphine; 7,8-Dihydro-4,5-alpha-epoxy-17-methylmorphinan-3,6-alpha-diol diacetate; Diacetylmorphine; Diamorphine; Heroin; O,O'-Diacetylmorphine"
Cc1cc(=O)n(-c2ccccc2)n1C.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl,Dichloralphenazone,Dichloralphenazone
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Difenoxin,"1-(3-cyano-3,3-diphenylpropyl)-4-phenylisonipecotic acid; Difenoxin; Difenoxina; Difenoxinum; Diphenoxilic acid; Diphenoxylic acid"
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,Flunitrazepam,Flunitrazepam; Flunitrazepamum
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Dihydrocodeine,DHC; Dihydrocodeine
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,Bromazepam,Bromacepam; Bromazepam; Bromazepamum
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,Clotiazepam,Clotiazepam; Clotiazepamum
OC(O)C(Cl)(Cl)Cl,Chloral hydrate,"1,1,1-trichloro-2,2-dihydroxyethane; 1,1,1-trichloro-2,2-ethanediol; 2,2,2-trichloro-1,1-ethanediol; Chloral hydrate; chloral monohydrate; Chloralhydrat; Trichloracetaldehyd-hydrat; trichloroacetaldehyde hydrate"
O.O.O.O.[Al+3].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[SiH8+4].[SiH8+4].[SiH8+4].[SiH8+4],Attapulgite,"Activated attapulgite; Aluminium magnesium silicate (attapulgite); Attapulgite (activated); Attapulgite, activated; Attapulgite,activated; Attapulgus clay"
O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],Kaolin,"Kaolin; Kaolin, light"
C[C@H](N)Cc1ccccc1,Dextroamphetamine,(+)-(S)-amphetamine; (+)-amphetamine; (+)-α-methylphenethylamine; (+)-α-methylphenylethylamine; (S)-(+)-amphetamine; (S)-(+)-β-phenylisopropylamine; (S)-1-phenyl-2-aminopropane; (S)-1-phenyl-2-propylamine; (S)-amphetamine; (S)-α-methylbenzeneethanamine; (αS)-α-methylbenzeneethanamine; d-amphetamine; Desamfetamina; Dexamfetamina; Dexamfetamine; Dexamfetaminum; Dexamphetamine; Dexanfetamina; Dextroamphetamine
CN[C@@H](C)Cc1ccccc1,Metamfetamine,"(+)-(S)-N-α-dimethylphenethylamine; (S)-N,α-dimethylbenzeneethanamine; (αS)-N,α-dimethylbenzeneethanamine; d-1-phenyl-2-methylaminopropane; d-deoxyephedrine; d-desoxyephedrine; d-N-methylamphetamine; d-phenylisopropylmethylamine; Dextromethamphetamine; Métamfétamine; Metamfetamine; Metamfetaminum; Metanfetamina; Methamphetamine; Methamphetaminum; methyl-β-phenylisopropylamine"
C[C@H]1[C@H](c2ccccc2)OCCN1C,Phendimetrazine,"(2S,3S)-3,4-dimethyl-2-phenylmorpholine; Phendimetrazine"
C=CCOc1ccccc1OCC(O)CNC(C)C,Oxprenolol,Oxprenolol; Oxprenololum
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Sulfamerazine,(p-Aminobenzolsulfonyl)-2-amino-4-methylpyrimidin; 2-(4-Aminobenzenesulfonamido)-4-methylpyrimidine; 2-(p-Aminobenzolsulfonamido)-4-methylpyrimidine; 2-(Sulfanilamido)-4-methylpyrimidine; 2-Sulfa-4-methylpyrimidine; 4-Amino-N-(4-methyl-2-pyrimidinyl)-benzenesulfonamide; N-(4-Methyl-2-pyrimidyl)sulfanilamide; N(1)-(4-Methyl-2-pyrimidinyl)sulfanilamide; Sulfamerazina; Sulfamerazine; Sulfamerazinum; Sulfamethyldiazine; Sulphamerazine
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,Sulfamethazine,"(p-Aminobenzolsulfonyl)-2-amino-4,6-dimethylpyrimidin; 2-(4-Aminobenzenesulfonamido)-4,6-dimethylpyrimidine; 2-(p-Aminobenzenesulfonamido)-4,6-dimethylpyrimidine; 2-Sulfanilamido-4,6-dimethylpyrimidine; 4-Amino-N-(2,6-dimethyl-4-pyrimidinyl)benzenesulfonamide; 4-Amino-N-(4,6-dimethyl-pyrimidin-2-yl)-benzenesulfonamide; 4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide; 4,6-Dimethyl-2-sulfanilamidopyrimidine; 6-(4'-Aminobenzol-sulfonamido)-2,4-dimethylpyrimidin; N-(4,6-Dimethyl-2-pyrimidyl)sulfanilamide; N(1)-(4,6-Dimethyl-2-pyrimidinyl)sulfanilamide; N(1)-(4,6-Dimethyl-2-pyrimidyl)sulfanilamide; SMZ; Sulfadimethyldiazine; Sulfadimethylpyrimidine; Sulfadimidina; Sulfadimidine; Sulfadimidinum; Sulfametazina; Sulfametazyny; Sulfamethazine; Sulfamezathine; Sulphadimethylpyrimidine; Sulphamethazine"
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+],Liotrix,Levothyroxine Sodium mixture with Liothyronine Sodium; Liotrix; Liotrix (T4;T3)
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Ursodeoxycholic acid,"(3alpha,5beta,7beta)-3,7-dihydroxycholan-24-oic acid; (3α,5β,7β)-3,7-dihydroxycholan-24-oic acid; 3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid; Acide ursodesoxycholique; Acido ursodeossicolico; Acido ursodeoxicolico; Acidum ursodeoxycholicum; UDCA; Ursodeoxycholate; Ursodeoxycholic acid; Ursodiol"
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,Ketazolam,Ketazolam; Ketazolamum
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,Prazepam,Prazepam; Prazepamum
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Quazepam,Quazepam; Quazepamum
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,Everolimus,40-O-(2-hydroxyethyl)-rapamycin; 42-O-(2-Hydroxyethyl)rapamycin; évérolimus; Everolimus
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,Solifenacin,Solifenacin; Solifenacina
[Fe],Iron,"Carbonyl iron; Eisen; Electrolytic iron; Fe; fer; Ferrum; Ferrum metallicum; Hierro; Iron powder; Iron, carbonyl; Iron, electrolytic; Iron, elemental; Iron, reduced; Reduced iron"
[Zn],Zinc,"Zinc, chelated; Zinc, elemental; Zincum metallicum; Zn"
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,Nitrazepam,"1,3-dihydro-7-nitro-5-phenyl-2H-1,4-benzodiazepin-2-one; 2,3-dihydro-7-nitro-5-phenyl-1H-1,4-benzodiazepin-2-one; 7-nitro-1,3-dihydro-5-phenyl-2H-1,4-benzodiazepin-2-one; 7-nitro-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one; N-desmethylnimetazepam; Nitrazepam; Nitrazépam; Nitrazepamum"
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,Cilastatin,"(L)-7-(2-Amino-2-carboxy-ethylsulfanyl)-2-[(2,2-dimethyl-cyclopropanecarbonyl)-amino]-hept-2-enoic acid; (Z)-(S)-6-carboxy-6-[(S)-2,2-dimethylcyclopropanecarboxamido]hex-5-enyl-L-cysteine; (Z)-7-((R)-2-Amino-2-carboxy-ethylsulfanyl)-2-[((S)-2,2-dimethyl-cyclopropanecarbonyl)-amino]-hept-2-enoic acid; Cilastatin; Cilastatina; Cilastatine; Cilastatinum"
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,Imipenem,"(5R,6S)-3-((2-(Formimidoylamino)ethyl)thio)-6-((R)-1-hydroxyethyl)-7-oxo-1-azabicyclo(3.2.0)hept-2-ene-2-carboxylic acid; (5R,6S)-3-(2-Formimidoylamino-ethylsulfanyl)-6-((R)-1-hydroxy-ethyl)-7-oxo-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylic acid; (5R,6S)-6-((R)-1-Hydroxyethyl)-3-(2-(iminomethylamino)ethylthio)-7-oxo-1-azabicyclo(3.2.0)hept-2-ene-2-carbonsaeure; Imipenem; Imipenem anhydrous; Imipenemum; N-formimidoyl thienamycin; N-formimidoylthienamycin"
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Probucol,"4,4'- (Isopropylidenedithio)bis(2,6-di-tert-butylphenol); Acetone bis(3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole; Biphenabid; Bisbid; Bisphenabid; Probucol; Probucolum"
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Tiaprofenic acid,2-(5-Benzoyl-thiophen-2-yl)-propionic acid; 2-(5-Benzyl-2-thienyl)propionsäure; 5-benzoyl-α-methyl-2-thiopheneacetic acid; 5-benzoyl-α-methylthiophene-2-acetic acid; Acide tiaprofenique; Acido tiaprofenico; Acidum tiaprofenicum; Tiaprofenic acid; Tiaprofensäure; α-methyl-5-benzoyl-2-thienylacetic acid
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Lopinavir,Lopinavir
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,Bacampicillin,"1-[(ethoxycarbonyl)oxy]ethyl (2S,5R,6R)-6-{[(2R)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate; 1'-ethoxycarbonyloxyethyl-(6-D-α-aminophenylacetamido)penicillanate; Bacampicilina; Bacampicillin; Bacampicilline; Bacampicillinum"
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Meticillin,"(2,6-Dimethoxyphenyl)penicillin; (2S,5R,6R)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 6-(2,6-Dimethoxybenzamido)penicillanic acid; 6β-(2,6-dimethoxybenzamido)penicillanic acid; Methicillin; Methicillinum; Methycillin; Meticilina; Meticillin; Meticillina; Meticilline; Meticillinum"
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,Pivampicillin,Ampicillin pivaloyloxymethyl ester; Pivaloylampicillin; Pivaloyloxymethyl ampicillinate; Pivampicilina; Pivampicillin; Pivampicilline; Pivampicillinum
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,Pivmecillinam,"Amdinocillin pivoxil; amdinocillin, pivaloyloxymethyl ester; Pivmecilinamo; Pivmecillinam; Pivmecillinamum"
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,Tazobactam,Tazobactam; Tazobactamum
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,Ticarcillin,"(2S,5R,6R)-6-{[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; Ticarcilina; Ticarcillin; Ticarcilline; Ticarcillinum; α-carboxy-3-thienylmethylpenicillin"
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Periciazine,10-(3-(4-Hydroxypiperidino)propyl)phenothiazine-2-carbonitrile; 2-Cyano-10-(3-(4-hydroxy-1-piperidyl)propyl)phenothiazine; 2-Cyano-10-(3-(4-hydroxypiperidino)propyl)phenothiazine; Cyano-3 ((hydroxy-4 piperidyl-1)-3 propyl)-10 phenothiazine; Periciazina; Periciazine; Périciazine; Periciazinum; Pericyazine; Piperocyanomazine; Propericiazine
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Deferasirox,Deferasirox; Deferasiroxum
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,Valganciclovir,Valganciclovir
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Hydroxychloroquine,(±)-hydroxychloroquine; 2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol; 2-(N-(4-(7-chlor-4-chinolylamino)-4-methylbutyl)ethylamino)ethanol; 7-chloro-4-(4-(ethyl(2-hydroxyethyl)amino)-1-methylbutylamino)quinoline; 7-chloro-4-(4-(N-ethyl-N-β-hydroxyethylamino)-1-methylbutylamino)quinoline; 7-chloro-4-[4-(N-ethyl-N-β-hydroxyethylamino)-1-methylbutylamino]quinoline; 7-chloro-4-[5-(N-ethyl-N-2-hydroxyethylamino)-2-pentyl]aminoquinoline; Hidroxicloroquina; Hydroxychloroquine; Hydroxychloroquinum; Oxichlorochine; Oxichloroquine
CCCCCON=O,Amyl Nitrite,1-nitropentane; n-Amyl nitrite; n-pentyl nitrite; Nitramyl; pentyl nitrite
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],Erythrityl tetranitrate,"(2R*,3S)-rel-1,2,3,4-butanetetroltetranitrate; 1,2,3,4-Butanetetralyl tetranitrate; Eritrityl tetranitrate; Eritrityli tetranitras; Erythritol tetranitrate; Erythrityl tetranitrate; Erythrol tetranitrate; ETN; Meso-erythritol tetranitrate; Tetranitrate d'eritrityle; Tetranitrato de eritritilo; Tetranitrin; Tetranitrol"
CCN(CCCc1ccccc1)CCCc1ccccc1,Alverine,"Alverina; Alverine; Alverinum; Bis(gamma-phenylpropyl)ethylamine; Di(phenylpropyl)ethylamine; N-Ethyl-3-phenyl-N-(3-phenylpropyl)-1-propanamine; N-Ethyl-3,3'-diphenyldipropylamine; N-Ethyl-N-(3-phenylpropyl)benzenepropanamine; N,N-Bis(3-phenylpropyl)ethylamine; Phenopropamine; Phenpropamine"
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,Molindone,(+/-)-molindone; Molindona; Molindone; Molindonum
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,Phenindamine,Fenindamina; Phenindamine; Phenindaminum; Thephorin
CN(C)CCC(c1ccccc1)c1ccccn1,Pheniramine,Feniramina; Pheniramine; Pheniraminum
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,Pipotiazine,Piportil; Pipothiazine; Pipotiazina; Pipotiazine; Pipotiazinum
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Thiothixene,cis-thiothixene; Thiothixene; Tiotixene; Tiotixeno; Tiotixenum
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,Zuclopenthixol,(Z)-4-(3-(2-Chlorothioxanthen-9-ylidene)propyl)-1-piperazineethanol; Zuclopenthixol; Zuclopenthixolum; Zuclopentixol
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,Isopropamide,Isopropamide
C#CCN(C)Cc1ccccc1,Pargyline,Pargilina; Pargyline; Pargylinum
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,Lincomycin,Cillimycin; LCM; Lincomicina; Lincomycin; Lincomycine; Lincomycinum
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Etoricoxib,"5-chloro-2-(6-methylpyridin-3-yl)-3-(4-(methylsulfonyl)phenyl)pyridine; 5-Chloro-3-(4-methanesulfonyl-phenyl)-6'-methyl-[2,3']bipyridinyl; 5-chloro-6'-methyl-3-(p-(methylsulfonyl)phenyl)-2,3'-bipyridine; Etoricoxib; étoricoxib; Etoricoxibum"
O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,5-O-phosphono-α-D-ribofuranosyl diphosphate; 5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl 1-pyrophosphate; 5-Phosphoribosyl diphosphate; Phosphoribosyl pyrophosphate; Phosphoribosylpyrophosphate; PRib-PP; PRPP; α-D-ribofuranose 5-(dihydrogen phosphate) 1-(trihydrogen diphosphate)
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Sorbitol,(−)-sorbitol; D-(−)-sorbitol; D-glucitol; D-Sorbit; D-Sorbitol; G-ol; L-Gulitol; Sorbitol
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Roflumilast,Roflumilast; Roflumilastum
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Rutin,"3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one; 3-Rhamnoglucosylquercetin; 3-Rutinosyl quercetin; Phytomelin; Quercetin 3-rutinoside; Quercetin-3-rutinoside; Rutin; Rutoside; Rutosido; Rutosidum; Sophorin; Vitamin P"
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,Prasterone,3-beta-hydroxy-5-androsten-17-one; 3beta-hydroxyandrost-5-en-17-one; 3β-hydroxyandrost-5-en-17-one; Dehydroandrosterone; Dehydroepiandrosterone; Dehydroisoandrosterone; DHEA; Prasterone
CCCCCCCCCCCCCCCC[N+](C)(C)C,Cetrimonium,"Cetrimonium cation; Cetrimonium ion; Cetyl-Trimethyl-Ammonium; Cetyltrimethylammonium; Cetyltrimethylammonium cation; Cetyltrimethylammonium ion; Hexadecyltrimethylammonium; Hexadecyltrimethylammonium cation; Hexadecyltrimethylammonium ion; N,N,N-Trimethyl-1-hexadecanaminium; Trimethylhexadecylammonium"
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,Camphor,"(+)-bornan-2-one; (+)-Camphor; (1R,4R)-camphor; (1R)-(+)-camphor; (R)-(+)-camphor; (R)-camphor; Camphor (natural); Camphor D-form; Camphor oil; Camphor(D); Camphora; D-Camphor; Dextrocamphor; Natural camphor"
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,Dalfopristin,Dalfopristin; Dalfopristina; Dalfopristine; Dalfopristinum
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,Pantothenic acid,(+)-Pantothenic acid; D-pantothenic acid; Pantothenate; Vitamin B5
CC(O)CO,Propylene glycol,"1,2-dihydroxypropane; 1,2-Propanediol; 1,2-Propylenglykol; 2-hydroxypropanol; isopropylene glycol; methyl glycol; methylethyl glycol; methylethylene glycol; monopropylene glycol; Propane-1,2-diol; Propylene glycol; α-propyleneglycol"
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-glucose,"aldehydo-D-glucose; Anhydrous dextrose; D-Glucose in linear form; D-glucose, anhydrous; D(+)-Glucose; Dextrose anhydrous; Dextrose, anhydrous; Glucose anhydrous; Glucose, anhydrous"
NCCS(=O)(=O)O,Taurine,Aminoethylsulfonic acid; Taurine; Taurineold
Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1,Cocarboxylase,Cocarboxylase; Thiamine diphosphate; Thiamine pyrophosphate
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,Flufenamic acid,acide flufénamique; ácido flufenámico; Acidum flufenamicum; Flufenamic acid
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,Calcipotriol,Calcipotriene; Calcipotriol
CC(C)O,Isopropyl alcohol,2-Propanol; Alcohol isopropílico; Isopropanol; Isopropyl alcohol
Nc1ccc(C(=O)O)cc1,Aminobenzoic acid,1-Amino-4-carboxybenzene; 4-aminobenzoic acid; 4-Carboxyaniline; Aminobenzoic acid; p-Aminobenzoic acid; p-Carboxyaniline; p-Carboxyphenylamine; para-Aminobenzoic acid
Cc1ccc(C(C)C)c(O)c1,Thymol,2-isopropyl-5-methylphenol; 5-Methyl-2-(1-Methylethyl)Phenol; IPMP
NCCCC(=O)O,gamma-Aminobutyric acid,4-aminobutanoic acid; 4-aminobutyric acid; 4Abu; GABA; gamma-Aminobutyric acid; piperidic acid; piperidinic acid; γ-amino-n-butyric acid; γ-aminobutanoic acid; γ-Aminobuttersäure; γ-aminobutyric acid; ω-aminobutyric acid
O=C(CCCCCCC(=O)Nc1ccccc1)NO,Vorinostat,Octanedioic acid hydroxyamide phenylamide; SAHA; SHH; Suberanilohydroxamic acid; Suberoylanilide hydroxamic acid; Vorinostat; Vorinostatum
