,PC1,PC2,PC3,cluster,MoA
Lumefantrine co-artemether,-14.109490987863248,-0.556196404077149,-1.2035680204938481,1,
Lumiracoxib,4.330803138994961,-6.630581885239455,1.480309340165061,3,cyclooxygenase inhibitor
Lurasidone,4.324879515080761,-1.7915476451054955,0.6904430667486163,3,dopamine receptor antagonist|serotonin receptor antagonist
Lurbinectedin,-1.3863361427050722,1.4052228441808994,0.05773003202367262,3,DNA binding agent
Lusutrombopag,7.646866183313657,-5.798462809410358,-2.578885350998061,0,thrombopoietin receptor agonist
Lutein,1.0330308040798328,-9.647480410114559,-2.3360092866532023,3,antioxidant
Lutetium Lu 177 dotatate,3.664346067696275,-2.2438663791336926,-4.48803511982248,3,
Lutetium Lu-177,7.135217079256224,-1.6508505476077544,7.028992113256967,3,
Lycopene,-4.208165671867218,-10.677175888699535,-2.470606221287516,1,free radical scavenger
Lymecycline,-13.82206505552494,3.801351101102825,4.165585874827083,2,bacterial 50S ribosomal subunit inhibitor
Lynestrenol,0.2016000009660894,-2.30901012871801,1.9968074579723059,3,progestogen hormone
Lypressin,7.961444653938092,-7.72785651454782,-1.4996556775364334,0,vasopressin receptor agonist
Lysine,-3.6715797994685424,-4.204160667781624,6.65279811936191,3,serotonin receptor agonist
Macimorelin,-8.991033968806502,13.591042795503293,-5.798270720034973,2,growth hormone secretagogue receptor agonist
Macitentan,-0.00023898651761543576,-3.42559096811076,-6.912641520279673,3,endothelin receptor antagonist
Mafenide,-2.6416302890618293,0.26053673700323576,-0.06870333698032513,3,carbonic anhydrase inhibitor
Magaldrate,8.17185432583877,-1.2656201440131212,-2.764640729482122,0,
Magnesium,8.558410960787597,-4.515388448696901,2.614186233922976,0,
Magnesium acetate,14.067408897743368,-0.28684352351083087,1.5258988284344817,0,
Magnesium acetate tetrahydrate,7.454156127470475,0.13053648096280268,1.142470458785396,0,
Magnesium ascorbate,-4.342335942389052,-10.601316954685366,-3.8083370695806074,1,
Magnesium carbonate,12.439718667668663,-1.44735899174751,-3.8949470592505118,0,
Magnesium cation,14.938803597163254,-1.8250886527261836,-2.1761686995509226,0,
Magnesium chloride,15.010380748046968,-2.6336635042551144,-4.18972909079066,0,
Magnesium citrate,3.7233336669400465,-1.428012803239189,6.983197906314845,3,
Magnesium gluconate,-0.37217305601076556,-4.002784326629657,-5.1169029260494305,3,
Magnesium glycinate,11.322322206840814,-1.4323487019094583,7.0807327673487706,0,
Magnesium hydroxide,10.979697507535812,-3.1116889860182075,-1.6748453947980477,0,
Magnesium malate,-2.487904780626641,-6.3898180017416495,-0.5208939067780961,3,
Magnesium oxide,7.289320172635805,-3.9194909039158636,-0.7458878650404037,0,
Magnesium silicate,1.855466142899193,-1.3833839043134417,4.0751152440414256,3,
Magnesium sulfate,13.847825351297066,5.305420449622709,-3.402033666913291,0,
Magnesium trisilicate,-0.3182472126655244,0.6173633329129345,3.406869633897499,3,
Malathion,-12.088207511212223,-4.175834340454892,-1.0082588215241037,1,cholinesterase inhibitor
Mandelic acid,-1.0751225769258335,3.2876327970174155,8.51858312111661,3,
Mangafodipir,-5.973466048568662,-7.067240812648923,0.36058227510565954,1,contrast agent
Manganese cation,5.86255135274673,-7.834885425536074,-0.03356170873322401,0,
Manganese citrate,4.977647175861578,-3.3807546523903076,6.725551790167472,3,
Manganese gluconate,9.154717891534556,-6.224879529575419,-8.003009124642405,0,
Manidipine,4.466016087651407,12.49537271329596,-4.102560999928995,4,calcium channel blocker
Mannitol,2.032993586244379,-10.130684286219529,-1.1145193986153987,3,diuretic
Mannitol busulfan,9.772991849282084,-1.2945225047043762,7.9791908485411325,0,
Maprotiline,-7.957977812045508,-0.5817508816300674,-3.7001009241394707,1,norepinephrine reputake inhibitor|tricyclic antidepressant
Maralixibat,-14.792929632163379,-0.9557383135812242,-0.4395726249706542,1,
Maraviroc,0.05518301725591249,7.374521482273785,-5.714812462178043,4,CC chemokine receptor antagonist
Maribavir,-13.999008076236342,12.499555269774177,-3.96722728072015,2,cytomegalovirus inhibitor|protein kinase inhibitor
Masoprocol,6.4178979473463915,-1.216864942293335,5.681684280223028,3,lipoxygenase inhibitor
Mavacamten,1.0128249159811613,0.8951533392742121,6.702954041362763,3,myosin inhibitor
Mavorixafor,-14.944271377778826,-0.5507648666151399,1.1575101058791448,1,
Mazindol,3.310411131165259,3.4371106736359707,-0.6846115552380952,4,
Mebendazole,-8.819189809649279,-0.6982420791200438,-5.334527291343926,1,tubulin polymerization inhibitor
Mebeverine,11.207886712434092,5.655650608438446,1.2078446832057077,4,acetylcholine receptor antagonist
Mebrofenin,4.370134873099514,0.7845984202750279,3.152190324240593,3,
Mebutamate,6.264029554344431,2.961971018832282,1.0255813323097698,4,
Mecamylamine,-8.694338775605365,9.405157348787608,-1.0361438284937214,2,acetylcholine receptor antagonist
Mechlorethamine,14.349771437489606,-2.5468838343070486,4.243782554161482,0,
Meclizine,17.80389338235099,4.464298209363654,-4.856673913243974,0,constitutive androstane receptor (CAR) agonist
Meclofenamic acid,7.550658002121862,-3.0265734009481005,3.2598245808903084,0,cyclooxygenase inhibitor|prostanoid receptor antagonist
Mecobalamin,-9.122689050532793,-2.8782482646438794,-2.510276459639673,1,vitamin B
Medifoxamine,14.874806812318566,-2.794250926377431,1.1122536972623829,0,
Medrogestone,3.826819193637473,-2.0640999139143523,5.667757078012635,3,
Medronic acid,4.7543772703202505,9.84378507656031,-3.3965369682541975,4,bone resorption inhibitor
Medroxyprogesterone acetate,-2.9087476996363244,0.9069651660009345,4.007500668458449,3,progesterone receptor agonist
Medrysone,-0.5928344927103072,0.32628940413779217,4.294301651205551,3,glucocorticoid receptor agonist
Mefenamic acid,0.4342252403054204,-2.0213360830206106,4.344455534469244,3,cyclooxygenase inhibitor
Mefloquine,-7.545729512488081,-4.012138044398088,-2.200522608772504,1,adenosine receptor antagonist|hemoglobin antagonist
Megestrol,1.8676955089488936,-0.7543098784306351,3.615585896134632,3,progesterone receptor agonist
Megestrol acetate,3.04713270799456,-2.229406857669936,3.4959600832710516,3,progesterone receptor agonist
Meglumine,-14.410824041157591,-1.652009016744972,2.114578038512386,1,excipient
Melatonin,18.78802594822396,2.2028684743295157,-1.7493304465778294,0,melatonin receptor agonist|nitric oxide synthase inhibitor
Meloxicam,-5.3084964596960775,-2.9169133037772927,-6.971666463678818,1,cyclooxygenase inhibitor
Melphalan,1.024762187238296,-9.348333340390393,-2.143396768817199,3,DNA alkylating agent|DNA inhibitor
Melphalan flufenamide,-1.190762314902796,-3.68845979714816,-2.7773141408931896,3,
Memantine,-2.3409197771471235,-2.1585890074766185,5.115610696218007,3,glutamate receptor antagonist
Menadiol diphosphate,-4.129727978220917,-3.154741669625587,2.8476747229775285,3,
Menadione,23.044107779148106,-5.709560828165898,-8.827690250916834,0,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor
Menthol,5.153440498516555,-2.1973125268390445,-8.343147510070784,0,
Menthyl salicylate,7.70657898221405,12.54174439777452,2.0856164953439396,4,
Mepenzolate,-10.703399229284276,-2.8881066880499615,0.528106727529865,1,acetylcholine receptor antagonist
Meperidine,3.3548200512412496,3.4769963593827398,7.8858241011228625,3,flavanone glycoside
Mephenesin,-12.449527378434617,-2.898147254292517,-1.1082042355771209,1,muscle relaxant
Mephentermine,-7.910671212509264,4.428233237029115,-0.7148058704998325,2,adrenergic receptor agonist
Mephenytoin,-11.822497569158996,-1.706736468961556,-1.944112412576283,1,hydantoin antiepileptic
Mepivacaine,0.30131700270772477,-1.4734124050529116,-4.328183057606131,3,potassium channel blocker|sodium channel blocker
Meprednisone,-2.5207511571209946,-0.32073936279111703,3.110245277073167,3,
Meprobamate,-8.711758188693938,13.600229819211608,-2.6845975249082685,2,muscle relaxant
Mepyramine,-4.2230430143845314,-1.2364678368275,1.4030215240145751,3,histamine receptor antagonist
Mequinol,11.3721865716447,0.8735809924825148,-0.1805045074367469,0,
Meradimate,2.422143641545774,-3.926086003278539,0.1037831787091758,3,
Mercaptopurine,1.6174194823475063,-0.6523047990730516,4.558581759056946,3,immunosuppressant|protein synthesis inhibitor|purine antagonist
Meropenem,-3.6568319731493815,-0.45069722586971256,-2.051751960290118,3,bacterial cell wall synthesis inhibitor
Mesalazine,0.5695595409273932,1.4749631262844327,2.000863852414823,3,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist
Mesoridazine,9.575997961072693,11.705499796310882,-5.744896172260788,4,dopamine receptor antagonist
Mestranol,7.701776320474921,0.26069473140843624,1.4097697222064844,0,estrogen receptor agonist
Metacycline,-1.0684415826223053,-3.6748031894625752,-3.804382894784883,3,protein synthesis inhibitor
Metamfetamine,1.1671364716566746,-0.47259489670437105,2.8425914752828265,3,
Metamizole,-7.025083931295299,12.358428774264565,-3.8618198575581486,2,cyclooxygenase inhibitor|opioid receptor agonist
Metaraminol,-1.180079553868041,1.7987933138161856,6.54087783658415,3,adrenergic receptor agonist
Metaxalone,-0.5615468997530438,-3.3757523931290976,0.3874406097752347,3,muscle relaxant
Metergoline,-2.971034298053756,0.36874549790357986,-2.757067061438669,3,dopamine receptor agonist|serotonin receptor antagonist
Metformin,17.922642096550764,0.6488573766031234,-1.87205272559256,0,insulin sensitizer
Methacholine,-5.00834102598438,-2.282514335513902,3.4869982790704293,3,acetylcholine receptor agonist
Methadone,4.880376178060826,1.4992971466027447,4.230166475052945,3,oxazolidine antiepileptic
Methantheline,-10.534003322624372,-3.9915674979134996,1.4876332242655381,1,acetylcholine receptor antagonist
Methazolamide,5.496016612973938,4.488231199465394,6.554588063637534,4,carbonic anhydrase inhibitor
Methdilazine,5.916894185211176,4.120154010265091,-0.47955194133723905,4,
Methenamine,8.047310016571295,-2.0744221050642166,3.453899028542953,0,bacterial DNA inhibitor
Methimazole,-7.0591357433074045,11.485711011813926,1.3956437208996473,2,antithyroid agent
Methionine,4.262602105102319,7.780791524835541,-0.1842468603554911,4,voltage-gated calcium channel ligand
Methocarbamol,5.64407423678356,8.531427142290703,8.139310364257016,4,muscle relaxant
Methohexital,-15.478626142418245,-5.519532076389592,-3.803130736783232,1,
Methotrexate,8.793699663167567,-7.85315237136415,-1.9331296393439092,0,dihydrofolate reductase inhibitor
Methotrimeprazine,7.638637280756318,2.1794464509453846,2.2416978890718173,4,dopamine receptor antagonist
Methoxamine,-9.617692246879567,-2.2422634127375125,-0.7238819301916782,1,adrenergic receptor agonist
Methoxsalen,10.093199879472376,4.981796089310476,-1.3874999664395427,4,DNA synthesis inhibitor
Methoxyflurane,8.621765867893474,-4.084130894593114,2.3793112699998304,0,membrane permeability inhibitor
Methoxyphenamine,13.22456784383835,-0.6130605449219078,6.6937275787747375,0,adrenergic receptor agonist
Methscopolamine,-8.159545524963235,-3.6535009484278764,2.6284595193921447,1,acetylcholine receptor antagonist
Methscopolamine bromide,-9.63867424585581,-3.2018511507780647,1.707455231301795,1,cholinergic receptor antagonist
Methsuximide,3.0241639359393346,0.8786160323575088,2.1120075279935357,3,T-type calcium channel blocker
Methyl aminolevulinate,-4.009304109617399,11.151237083128786,-1.3499458520382408,2,oxidizing agent
Methyl nicotinate,7.162875778190363,-0.4008806110819757,5.175760424943176,3,
Methyl salicylate,16.01875198550409,-6.096265606550012,-3.597582200360672,0,
Methylchloroisothiazolinone,3.621288360910761,-2.4717330969517497,0.5559712260007276,3,
Methyldopa,16.57749632258073,1.8765667982110545,1.058241921427881,0,adrenergic receptor agonist
Methylene blue,10.88387331063593,-5.7600753816178765,-5.568087962385702,0,guanylyl cyclase inhibitor|nitric oxide production inhibitor
Methylergometrine,0.39830914862034983,-4.564377189545524,-0.04947387090338007,3,dopamine receptor antagonist|serotonin receptor antagonist
Methylnaltrexone,-0.16497146481205285,5.533107702668035,1.5913348341332472,3,opioid receptor antagonist
Methylparaben,8.573253528492472,2.1676482852470915,1.9837162410999913,0,other antifungal
Methylphenidate,7.539747383417383,1.2960934170613239,7.088392951500026,3,
Methylphenobarbital,-2.178253837446949,-2.196298063482145,4.366789717504023,3,
Methylprednisolone,-0.24466826386493865,-0.13294754721382676,4.3527597488498735,3,glucocorticoid receptor agonist
Methylprednisolone aceponate,-7.194459802781417,-2.5222399389532115,1.428162811151382,1,anti-inflammatory agent|glucocorticoid receptor agonist
Methylprednisolone hemisuccinate,-7.875810004642362,-1.1026861790663076,2.7247826374261797,1,glucocorticoid receptor agonist
Methylprednisone,1.4273692283777728,1.102572280258857,-1.7994343264049106,3,glucocorticoid receptor agonist
Methyltestosterone,-4.66420916164866,1.1955744020584123,-3.9577825620254323,1,
Methyprylon,1.2810126963520898,-0.6820746332373264,1.3204622906056984,3,
Methysergide,-3.007489203174432,-5.118645155523025,1.2474520531687505,3,serotonin receptor antagonist
Meticillin,-4.811817373125412,-2.4613319913724725,4.732540265615403,3,bacterial cell wall synthesis inhibitor
Meticrane,11.780340726177604,1.149058676585006,-4.834790148080711,0,diuretic
Metipranolol,-3.6118366078970436,3.278960914539453,9.97611002147915,3,adrenergic receptor antagonist
Metixene,11.957442382437282,2.159385262758421,2.0358243928337223,0,acetylcholine receptor antagonist
Metoclopramide,-5.311388925101031,-5.180546453962069,2.4709892342687,1,dopamine receptor antagonist|serotonin receptor antagonist
Metocurine,-10.847060410567497,-1.2681137341490683,0.9300586023374482,1,acetylcholine receptor antagonist
Metocurine iodide,-10.921616275916389,-1.199004637845186,0.725650173387893,1,
Metolazone,-6.778359843777884,-2.732681053877799,4.648838922758954,1,carbonic anhydrase inhibitor
Metoprolol,-7.803329345830762,2.4312445121614297,7.112813439384517,1,adrenergic receptor antagonist
Metrizoic acid,-9.026519194215862,-3.5913267268332105,3.08563954132143,1,radiopaque medium
Metronidazole,-2.520394729854521,1.123016494585151,-0.10769611330660812,3,DNA inhibitor
Metyrapone,5.75160717735826,-2.2917281196198434,5.707558968556566,3,cytochrome P450 inhibitor
Metyrosine,13.496024462986643,3.4052788056969234,-3.263263673371235,0,tyrosine hydroxylase inhibitor
Mexiletine,5.466032245774335,-4.011089906918087,-1.5038170887506053,0,sodium channel blocker
Mezlocillin,-9.56118506697149,-1.2330357300963455,0.6382117365015804,1,bacterial cell wall synthesis inhibitor
Mianserin,0.6907014431018538,13.486714198261232,0.3906344368687089,4,serotonin receptor antagonist
Micafungin,-10.149957440522721,-2.109440766358518,-0.510280249292626,1,"""fungal 1,3-beta-D-glucan synthase inhibitor"""
Miconazole,6.055851196015063,1.965897291234465,-4.567604510605012,4,bacterial cell wall synthesis inhibitor
Micronomicin,-8.20766582882523,-0.8985082842195273,3.3663267096267706,1,protein synthesis inhibitor
Midazolam,0.951863191623656,-1.4180975526393536,-3.5022732748314733,3,benzodiazepine receptor agonist
Midodrine,0.38383900207490507,0.6829429927932501,4.199580676418078,3,adrenergic receptor agonist
Midostaurin,10.919671720277584,-0.5336970140994801,-3.9313172452186445,0,FLT3 inhibitor|KIT inhibitor|PKC inhibitor
Mifamurtide,-14.388258547637735,-1.6672051775297854,-0.28333882764303353,1,
Mifepristone,10.167771771686814,-3.382461067525078,-3.5261333052709967,0,glucocorticoid receptor antagonist|progesterone receptor antagonist
Migalastat,7.001979268602231,-5.009570129338093,-0.08512812711076535,0,glycosyl transferase inhibitor
Miglitol,4.666305636641612,0.5997343735460677,-0.029220659649688528,3,glucosidase inhibitor
Miglustat,9.093793337623737,2.0566102206342554,1.3436624835456286,0,glycosyl transferase inhibitor
Milnacipran,-10.997379838427621,-1.163143737375641,3.2804164221412817,1,serotonin–norepinephrine reuptake inhibitor (SNRI)
Milrinone,-2.9344954635322016,-1.7504862223715818,4.816337721255427,3,phosphodiesterase inhibitor
Miltefosine,-11.958412280688602,11.10195119640536,-4.144070893184387,2,membrane integrity inhibitor
Minaprine,-6.935065386822662,2.6556388569982614,1.0238772685235853,1,serotonin reuptake inhibitor
Minocycline,2.8436058131517665,-9.178537491118599,-4.745191266327318,0,bacterial 30S ribosomal subunit inhibitor
Minoxidil,0.645146228764514,4.0743431707332345,-3.4841764398286785,4,KATP activator|Kir6 channel (KATP) activator|vasodilator
Mirabegron,12.956707770145748,-2.736294307004994,-3.4672265574443415,0,adrenergic receptor agonist
Mirtazapine,3.47778582539546,1.3667735583325127,3.1829200572968963,3,adrenergic receptor antagonist|serotonin receptor antagonist
Misoprostol,-6.92068587105673,-4.403395666311983,1.5080207042675968,1,prostanoid receptor agonist
Mitapivat,6.9329899306240375,0.40035514691399615,-5.097660054159452,0,pyruvate kinase isozyme activator
Mitomycin,-10.592321255101362,-2.5736219013021175,-0.4896623890241302,1,DNA alkylating agent|DNA synthesis inhibitor
Mitotane,2.4615454007137645,-7.00164470299262,-2.7007171273039776,3,antineoplastic agent
Mitoxantrone,11.066268869930328,-1.1746273383651205,-4.708822120732378,0,topoisomerase inhibitor
Mivacurium,-8.83410623196425,-6.962555179006354,-2.4359829527762873,1,acetylcholine receptor antagonist
Mizolastine,-8.109887113735876,1.9625937295314109,1.1005644973103035,1,histamine receptor antagonist
Mobocertinib,-10.000670223699695,10.404717778648491,-1.8435429465671413,2,
Moclobemide,-6.238928528487286,5.490917699830833,5.055323251423315,3,monoamine oxidase inhibitor
Modafinil,-8.552692794282052,3.96717808199188,6.63285071548634,1,
Moexipril,-1.0866479969849765,0.7340099554902874,5.8761504693560935,3,angiotensin converting enzyme inhibitor
Molindone,-1.5812048112340544,-0.9874082454807646,3.010843445990358,3,dopamine receptor antagonist
Molsidomine,10.501872205334237,5.728389292663746,-3.7290228867207933,4,guanylate cyclase stimulant
Molybdenum,12.619479113254904,-2.2040263345507736,-0.16643589874361742,0,
Momelotinib,2.8062470885918955,5.747735549618804,-2.7186788034689293,4,EGFR inhibitor
Mometasone furoate,0.4339875760388133,-0.857756657062188,5.183274197575737,3,glucocorticoid receptor agonist
Monobenzone,11.118163897149337,0.5408703476709058,-0.15015756804882816,0,melanin inhibitor
Monomethyl fumarate,12.811178821237906,-6.522392398886724,2.691389545043688,0,
Monopotassium phosphate,2.2099569257515905,1.6079810269017156,2.1701115787280862,3,
Montelukast,-14.300268799037458,-1.4580893037127496,-1.8805370920541868,1,leukotriene receptor antagonist
Moricizine,-7.007826841062842,4.555653354248837,4.236420733178855,1,sodium channel blocker
Morphine,-2.009037889360043,1.043496057976412,2.2194314696622452,3,
Morpholinylmercaptobenzothiazole,12.284984766995601,-8.628049933547693,-1.2870302921382024,0,
Moxidectin,-14.868898383032345,-3.0527591770227422,-3.774792098123532,1,chloride channel antagonist
Moxifloxacin,3.6841188149539343,-2.0852215468176296,-0.6287245778472617,3,bacterial DNA gyrase inhibitor
Moxisylyte,4.433940229808385,-3.1847042489777513,0.6264418564295645,3,adrenergic receptor antagonist
Moxonidine,8.772553774751765,-1.2895767600426615,2.957732900507144,0,imidazoline receptor agonist
Mupirocin,-7.239119634795025,-2.220866729283166,4.926535934126996,1,isoleucyl-tRNA synthetase inhibitor
Muzolimine,10.822464327920388,8.316057091165497,-0.4726978989715748,4,mucus protecting agent
Mycophenolate mofetil,4.339153097186968,-4.773542238347745,-2.254741374346351,3,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Mycophenolic acid,4.545777837657129,-6.291983214453465,-3.022831737064046,0,dehydrogenase inhibitor|inositol monophosphatase inhibitor
N-Acetylglucosamine,7.971889727683813,0.3833084762714159,5.7222294105563964,3,
"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",9.557923767238707,4.55409224221649,-0.12777430091825986,4,
N-acetyltyrosine,-4.669971051456164,-1.4447828621562249,0.2385312945088091,1,
NADH,-12.471798753919538,-6.7377635598960595,-1.2597997544629187,1,
Nabilone,4.510555295411896,-5.064791973368911,-4.141044069938191,0,
Nabumetone,-8.434762246215588,1.0220191776967813,0.6704898204374738,1,cyclooxygenase inhibitor
Nadolol,-0.17482296609902792,5.882994236960182,4.939530378316344,3,adrenergic receptor antagonist
Nafarelin,-8.724361585726399,9.315635349393238,-2.475816643478266,2,gonadotropin releasing factor hormone receptor antagonist
Nafcillin,-3.9966838873427597,-3.7134646138249865,3.5035808284567174,3,bacterial cell wall synthesis inhibitor
Naftazone,1.9288028126586532,8.448764375091008,-4.856510799558848,4,
Naftifine,3.415243144173522,-2.097313994335577,4.762491508300841,3,fungal squalene epoxidase inhibitor
Nalbuphine,-9.303301307198092,-1.9703753586300596,0.5973137245898977,1,opioid receptor agonist|opioid receptor antagonist
Naldemedine,-3.932340783535767,-0.9029634466759194,0.4643035377533083,3,
Nalidixic acid,-10.614217712844068,-1.1076716936669286,-0.6887552073893329,1,bacterial DNA gyrase inhibitor
Nalmefene,-8.984060506743416,-1.0678074702307003,3.010950918345867,1,opioid receptor antagonist
Naloxegol,-2.4477089900729516,1.5157881546578165,2.2091972447523136,3,opioid receptor antagonist
Naloxone,-3.7676749029829284,-0.7404487888693801,1.3679249245361025,3,opioid receptor antagonist
Naltrexone,-4.994581880632264,1.485918618582503,6.315747068484577,3,opioid receptor antagonist
Nandrolone decanoate,2.769015202185729,-0.44178759751692775,3.4473696441603567,3,
Nandrolone phenpropionate,1.6901517632508034,-2.786823659268372,2.4939958351495406,3,
Naphazoline,12.762057499990163,-0.880410522537566,3.0572886475401657,0,adrenergic receptor agonist
Naproxen,-6.286264321928004,14.699664853029558,-3.8252778506451413,2,cyclooxygenase inhibitor
Naratriptan,4.048980397568799,3.794515154646511,6.426635290848028,3,serotonin receptor agonist
Natamycin,2.0477923708682533,-4.594851320425512,-2.6158687203111595,3,fungal ergosterol inhibitor
Nateglinide,-2.9650663908115953,1.2924064500195676,-0.4922266295520033,3,insulin secretagogue
Nebivolol,2.7357983674955784,-2.2377229657610447,2.719146448838923,3,adrenergic receptor antagonist
Nedaplatin,0.04879480692487117,3.187429702577319,2.0442315618114946,3,DNA inhibitor
Nedocromil,2.1074252283074806,-3.2535568929357805,5.648582638938926,3,histamine receptor antagonist
Nefazodone,0.18482849773809026,3.357213673677854,4.397986293982287,3,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor
Nefopam,2.2893722076074337,2.79748672022625,2.009802436215346,3,cyclooxygenase inhibitor
Nelarabine,15.39173204336768,-5.141305989278661,-2.9069764536085416,0,DNA synthesis inhibitor|T cell inhibitor
Nelfinavir,-12.426441428545871,-1.2569666342603285,-2.742782084868983,1,HIV protease inhibitor
Neon,13.687144442930226,-0.5156730814754998,2.1223303123861728,0,
Neostigmine,-11.437502372797136,1.942027583841787,1.8484808050195978,1,acetylcholinesterase inhibitor
Nepafenac,-18.470904871807512,2.9256561268962753,-1.013482007328611,2,cyclooxygenase inhibitor
Neratinib,1.6013142132309062,-11.32445444294063,-3.393530191154736,3,EGFR inhibitor
Netarsudil,-4.362293875619351,0.6711343223545506,2.5239258808257747,3,
Netilmicin,-12.504342223546448,-5.803803577736116,-0.143512565679652,1,protein synthesis inhibitor
Netupitant,8.510323424906163,1.0061942632405767,2.9391693162098482,0,tachykinin antagonist
Nevirapine,12.075112341948902,9.837316987055129,-7.295180435323553,4,non-nucleoside reverse transcriptase inhibitor
Niacin,1.0125981383302545,0.04518514220891858,7.463061698205194,3,NAD precursor|vitamin B
Niacinamide ascorbate,4.206276278600684,0.357203765385477,0.5643407034306182,3,
Nialamide,-7.756722165132789,-1.941635424918841,0.2854394036428252,1,monoamine oxidase inhibitor
Nicardipine,15.81249537038703,8.033730782932578,-1.9820116392280738,4,calcium channel blocker
Nicergoline,-3.595441185530775,-1.1413346510269737,3.682057203164426,3,adrenergic receptor antagonist
Nickel sulfate,9.192993385088808,-0.7491871857261994,3.732453634701355,0,
Niclosamide,12.421227536793818,0.5812981316914981,-5.0028539563763275,0,DNA replication inhibitor|STAT inhibitor
Nicoboxil,0.6822168909621749,2.5836755274120984,0.7883868526110481,3,
Nicorandil,-5.345993732007333,1.1046502571611152,2.215420031235206,3,nitric oxide donor|potassium channel activator
Nicotinamide,0.28611424719429457,-0.49504363531126866,3.4202253666943547,3,protein synthesis stimulant
Nicotine,4.143212167311146,4.56416023207794,5.521601327356648,4,acetylcholine receptor agonist
Nifedipine,4.765827814931708,2.9466614701654494,-0.3478151529541672,4,calcium channel blocker
Nifurtimox,2.86347508500382,-8.52041445386015,-1.705744885566908,3,DNA inhibitor
Nilotinib,18.620678562839956,6.6771651333316315,-3.9495763553433507,0,Abl kinase inhibitor|Bcr-Abl kinase inhibitor
Nilutamide,19.32205133040017,11.586723286901814,-2.5606012264183313,4,androgen receptor antagonist
Nilvadipine,1.11324698752976,4.276412511738192,-6.52282474864328,4,calcium channel blocker
Nimesulide,5.186935476929689,-5.707426530898127,2.068266081126763,3,cyclooxygenase inhibitor
Nimodipine,4.85654472451834,-1.0467914796292703,-6.636890631426775,0,calcium channel blocker
Nintedanib,4.65429823568671,3.4435049331317553,-1.2976983177547021,4,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Niraparib,8.497489889215526,-0.1510864076347845,-4.513208522529534,0,PARP inhibitor
Nirmatrelvir,5.2618278730940355,-0.628574065060558,-1.143940492131906,3,
Nirogacestat,0.14086726487918558,5.014077709311604,1.9299046916325817e-06,4,notch signaling inhibitor
Nisoldipine,6.040127134636558,-0.013902300866666639,0.3493575788621945,3,calcium channel blocker
Nitazoxanide,-10.205867403446995,-3.7686132739464875,-4.500961991793522,1,pyruvate ferredoxin oxidoreductase inhibitor
Nitisinone,6.454314840429901,-1.7776194814555146,-4.277822384495685,0,hydroxyphenylpyruvate dioxygenase inhibitor
Nitrazepam,-11.105062873106053,-2.2788639028847886,-1.4261690794717936,1,
Nitrendipine,12.407936558741465,4.141107451459446,-5.033552193318303,0,calcium channel blocker
Nitric Oxide,7.822741762440282,1.1510118053683482,3.622117369937066,0,
Nitrite,7.643232752776215,-1.6193369483265745,2.0949957044402323,0,
Nitrofural,6.1870814485821315,-12.423672058833448,-1.4209208542655536,0,bacterial DNA inhibitor
Nitrofurantoin,6.2402585505483295,-4.720486744001866,-2.441245982956874,0,DNA inhibitor
Nitrogen,6.770147763902995,-5.340884076591506,-1.5464866847044931,0,
Nitroglycerin,-7.772032016736987,-5.615543753057368,-2.108436727956532,1,
Nitroprusside,-0.39321035340693566,-0.47495695671233423,-1.401668085819025,3,
Nitrous acid,13.433237872351985,-5.331989758643801,-1.0864644814783282,0,
Nitrous oxide,4.44482344607598,-1.4029983179293324,-3.507277203786071,3,
Nizatidine,-9.782286081299802,-1.2713890980445357,-0.28994228768199887,1,histamine receptor antagonist
Nomegestrol,3.7238552513593723,-3.8256672879264073,4.472999360645952,3,progesterone receptor agonist
Nomegestrol acetate,2.958939865473873,-3.899931608490086,4.318050083892648,3,progesterone receptor agonist
Nomifensine,0.571648137476532,-3.2699531806835913,1.2506433421142953,3,dopamine reuptake inhibitor|noradrenaline uptake inhibitor
Nonoxynol-9,-1.3315361162538892,-5.183727098542505,-5.184257717197811,3,membrane integrity inhibitor
Norelgestromin,4.189532940903856,-1.3028401682962896,4.398951565275347,3,
Norepinephrine,-10.061254334389265,-5.488974591534816,1.6096697769439232,1,adrenergic receptor agonist
Norethisterone,3.6838083906583177,-5.257950247085987,3.5836248680679272,3,progesterone receptor agonist
Norethynodrel,6.049190769665383,-2.3324255280455097,-0.13462748714452147,0,progestogen hormone
Norfloxacin,-9.101823861928912,10.136204685120349,-1.200039687226674,2,bacterial DNA gyrase inhibitor
Norflurane,10.068384086853694,4.513968089105956,-4.419107095068019,4,membrane permeability inhibitor
Norgestimate,8.535388560483414,-2.1426955947802466,1.507343340934908,0,progesterone receptor agonist
Norgestrel,1.549888697884862,0.7288211559383461,1.1823778837631378,3,progesterone receptor agonist
Normethadone,11.16867152343234,-0.16360811784966095,6.746740414890524,0,progesterone receptor agonist
Nortriptyline,-8.854617353714646,-2.0095640907695147,-3.149288082281233,1,tricyclic antidepressant
